OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
207903716995960|37057061703|Census Tract 617.03|38271760|0|G5020|S|207403716995960|37057061703|Census Tract 617.03|38280453|0|G5020|S|38271760|0
2079015484706168|37057061704|Census Tract 617.04|80385915|1933526|G5020|S|207403716995898|37057061702|Census Tract 617.02|120151164|2440170|G5020|S|80239616|1906443
2079015484706168|37057061704|Census Tract 617.04|80385915|1933526|G5020|S|207403716995960|37057061703|Census Tract 617.03|38280453|0|G5020|S|8693|0
2079015484706168|37057061704|Census Tract 617.04|80385915|1933526|G5020|S|207403716995926|37057061804|Census Tract 618.04|74480399|18556042|G5020|S|137606|27083
2079015484706166|37057061705|Census Tract 617.05|39911548|533727|G5020|S|207403716995898|37057061702|Census Tract 617.02|120151164|2440170|G5020|S|39911548|533727
207903716995917|37057061803|Census Tract 618.03|39322549|192144|G5020|S|207403716995917|37057061803|Census Tract 618.03|39322549|192144|G5020|S|39322549|192144
2079015484706158|37057061805|Census Tract 618.05|23878312|123739|G5020|S|20740203624336|37057061802|Census Tract 618.02|78858722|2746023|G5020|S|23878312|123739
2079015484706160|37057061806|Census Tract 618.06|52497185|2622284|G5020|S|20740203624336|37057061802|Census Tract 618.02|78858722|2746023|G5020|S|52497185|2622284
2079015484706177|37057061807|Census Tract 618.07|39309286|13576412|G5020|S|207403716995926|37057061804|Census Tract 618.04|74480399|18556042|G5020|S|39309286|13575773
2079015484706177|37057061807|Census Tract 618.07|39309286|13576412|G5020|S|20740164123949|37159050901|Census Tract 509.01|75272356|21219321|G5020|S|0|639
2079015484706182|37057061808|Census Tract 618.08|35033507|4953186|G5020|S|207403716995926|37057061804|Census Tract 618.04|74480399|18556042|G5020|S|35033507|4953186
207903716995906|37057061902|Census Tract 619.02|108090803|171843|G5020|S|207403716995906|37057061902|Census Tract 619.02|108096274|171843|G5020|S|108090803|171843
2079015484706153|37057061903|Census Tract 619.03|32520125|38446|G5020|S|207403716995958|37057061901|Census Tract 619.01|57731229|38446|G5020|S|32520125|38446
2079015484706156|37057061904|Census Tract 619.04|25204183|0|G5020|S|207403716995958|37057061901|Census Tract 619.01|57731229|38446|G5020|S|25204183|0
207903716995916|37057062001|Census Tract 620.01|207702961|10142076|G5020|S|207403716995916|37057062001|Census Tract 620.01|207685190|10140844|G5020|S|207685190|10140844
207903716995916|37057062001|Census Tract 620.01|207702961|10142076|G5020|S|2074019151922|37123960300|Census Tract 9603|290317502|18238220|G5020|S|13695|0
207903716995916|37057062001|Census Tract 620.01|207702961|10142076|G5020|S|20740163359845|37151030700|Census Tract 307|363490252|570810|G5020|S|4076|0
207903716995916|37057062001|Census Tract 620.01|207702961|10142076|G5020|S|207403717429045|37159050904|Census Tract 509.04|127979038|5419301|G5020|S|0|1232
207903716995942|37057062002|Census Tract 620.02|83475660|112493|G5020|S|207403716995942|37057062002|Census Tract 620.02|83475081|111335|G5020|S|83475081|111335
207903716995942|37057062002|Census Tract 620.02|83475660|112493|G5020|S|20740163359845|37151030700|Census Tract 307|363490252|570810|G5020|S|579|1158
2079015488628027|37059080101|Census Tract 801.01|106953138|532965|G5020|S|20740312414594|37059080100|Census Tract 801|226482606|1774563|G5020|S|106952840|532965
2079015488628027|37059080101|Census Tract 801.01|106953138|532965|G5020|S|20740312414605|37059080200|Census Tract 802|97526754|1590504|G5020|S|298|0
2079015488628058|37059080102|Census Tract 801.02|119239879|1154983|G5020|S|20740312414594|37059080100|Census Tract 801|226482606|1774563|G5020|S|119237459|1153758
2079015488628058|37059080102|Census Tract 801.02|119239879|1154983|G5020|S|207403717400966|37097060702|Census Tract 607.02|73676432|390107|G5020|S|2420|1002
2079015488628058|37059080102|Census Tract 801.02|119239879|1154983|G5020|S|20740164123899|37159051902|Census Tract 519.02|205798342|255318|G5020|S|0|223
20790312414605|37059080200|Census Tract 802|97519450|1590490|G5020|S|20740312414605|37059080200|Census Tract 802|97526754|1590504|G5020|S|97519450|1590490
2079015488627991|37059080301|Census Tract 803.01|17776984|443232|G5020|S|20740312414610|37059080300|Census Tract 803|69968305|654576|G5020|S|17776984|443232
2079015488628037|37059080302|Census Tract 803.02|52191321|211344|G5020|S|20740312414610|37059080300|Census Tract 803|69968305|654576|G5020|S|52191321|211344
20790312414618|37059080400|Census Tract 804|116027909|1680768|G5020|S|20740312414618|37059080400|Census Tract 804|116061509|1680437|G5020|S|116027909|1680437
20790312414618|37059080400|Census Tract 804|116027909|1680768|G5020|S|207403717165555|37067004015|Census Tract 40.15|15617344|143864|G5020|S|0|331
20790312414633|37059080500|Census Tract 805|32877940|187389|G5020|S|20740312414633|37059080500|Census Tract 805|32877940|187389|G5020|S|32877940|187389
20790312414599|37059080600|Census Tract 806|52519735|310873|G5020|S|20740312414599|37059080600|Census Tract 806|52519724|310873|G5020|S|52519724|310873
20790312414599|37059080600|Census Tract 806|52519735|310873|G5020|S|20740312414626|37059080700|Census Tract 807|87837595|1756172|G5020|S|11|0
2079015488628033|37059080701|Census Tract 807.01|67345411|1183059|G5020|S|20740312414618|37059080400|Census Tract 804|116061509|1680437|G5020|S|33600|0
2079015488628033|37059080701|Census Tract 807.01|67345411|1183059|G5020|S|20740312414626|37059080700|Census Tract 807|87837595|1756172|G5020|S|67311811|1182596
2079015488628033|37059080701|Census Tract 807.01|67345411|1183059|G5020|S|20740164123915|37159051302|Census Tract 513.02|41593489|349498|G5020|S|0|463
2079015488628065|37059080702|Census Tract 807.02|20525773|216326|G5020|S|20740312414626|37059080700|Census Tract 807|87837595|1756172|G5020|S|20525773|216326
2079015501858645|37061090101|Census Tract 901.01|98521727|960314|G5020|S|20740502903043|37061090100|Census Tract 901|332353448|3133532|G5020|S|98521727|960314
2079015501858531|37061090102|Census Tract 901.02|158603928|1434901|G5020|S|20740502903043|37061090100|Census Tract 901|332353448|3133532|G5020|S|158603928|1434901
2079015501858663|37061090103|Census Tract 901.03|75133641|737590|G5020|S|20740502903043|37061090100|Census Tract 901|332353448|3133532|G5020|S|75133641|737590
2079015501858527|37061090201|Census Tract 902.01|121310372|976252|G5020|S|20740502903041|37061090200|Census Tract 902|187485942|1542640|G5020|S|121310372|976252
2079015501858445|37061090202|Census Tract 902.02|66169192|566388|G5020|S|20740502903041|37061090200|Census Tract 902|187485942|1542640|G5020|S|66169192|566388
2079015501858354|37061090301|Census Tract 903.01|65689941|161958|G5020|S|20740502903042|37061090300|Census Tract 903|125033944|692054|G5020|S|65591039|161958
2079015501858354|37061090301|Census Tract 903.01|65689941|161958|G5020|S|20740179050116|37163970100|Census Tract 9701|411312603|541738|G5020|S|98902|0
2079015501858463|37061090302|Census Tract 903.02|59384365|530096|G5020|S|20740502903042|37061090300|Census Tract 903|125033944|692054|G5020|S|59384365|530096
2079015501858372|37061090401|Census Tract 904.01|221340899|1591900|G5020|S|20740502903038|37061090400|Census Tract 904|315353241|2316036|G5020|S|221340899|1591900
2079015501858366|37061090402|Census Tract 904.02|94012342|724136|G5020|S|20740502903038|37061090400|Census Tract 904|315353241|2316036|G5020|S|94012342|724136
2079015501858346|37061090503|Census Tract 905.03|117142927|315557|G5020|S|207403717363513|37061090501|Census Tract 905.01|207883787|998225|G5020|S|117134110|315557
2079015501858346|37061090503|Census Tract 905.03|117142927|315557|G5020|S|2074047494839|37103920300|Census Tract 9203|452254779|841173|G5020|S|8817|0
2079015501858636|37061090504|Census Tract 905.04|90742759|682668|G5020|S|207403717363513|37061090501|Census Tract 905.01|207883787|998225|G5020|S|90740546|682668
2079015501858636|37061090504|Census Tract 905.04|90742759|682668|G5020|S|20740155942648|37107011200|Census Tract 112|227304005|1091003|G5020|S|2213|0
2079015501858572|37061090505|Census Tract 905.05|76396563|203734|G5020|S|207403717363560|37061090502|Census Tract 905.02|141872020|502865|G5020|S|76396563|203734
2079015501858628|37061090506|Census Tract 905.06|65475457|299131|G5020|S|207403717363560|37061090502|Census Tract 905.02|141872020|502865|G5020|S|65475457|299131
20790502903040|37061090600|Census Tract 906|255694874|673917|G5020|S|20740502903040|37061090600|Census Tract 906|256771230|706604|G5020|S|255678247|673917
20790502903040|37061090600|Census Tract 906|255694874|673917|G5020|S|207403717418678|37133000301|Census Tract 3.01|152508546|30636|G5020|S|14638|0
20790502903040|37061090600|Census Tract 906|255694874|673917|G5020|S|207403717428013|37141920204|Census Tract 9202.04|610438906|688098|G5020|S|1989|0
2079015501858484|37061090703|Census Tract 907.03|32615702|945656|G5020|S|207403717363525|37061090701|Census Tract 907.01|133159174|1686543|G5020|S|32615702|945656
2079015501858501|37061090704|Census Tract 907.04|100543472|740887|G5020|S|207403717363525|37061090701|Census Tract 907.01|133159174|1686543|G5020|S|100543472|740887
2079015501858614|37061090705|Census Tract 907.05|21957954|420712|G5020|S|207403717363611|37061090702|Census Tract 907.02|63668113|502360|G5020|S|21957954|420712
2079015501858356|37061090706|Census Tract 907.06|41711053|81648|G5020|S|207403717363611|37061090702|Census Tract 907.02|63668113|502360|G5020|S|41709248|81648
2079015501858356|37061090706|Census Tract 907.06|41711053|81648|G5020|S|20740328246954|37141920300|Census Tract 9203|236116366|605423|G5020|S|1805|0
207903717363554|37061090801|Census Tract 908.01|150950834|1201354|G5020|S|207403717363554|37061090801|Census Tract 908.01|150988342|1204984|G5020|S|150950585|1201354
207903717363554|37061090801|Census Tract 908.01|150950834|1201354|G5020|S|20740179050116|37163970100|Census Tract 9701|411312603|541738|G5020|S|39|0
207903717363554|37061090801|Census Tract 908.01|150950834|1201354|G5020|S|20740179050104|37163971000|Census Tract 9710|504474473|357728|G5020|S|210|0
2079015501858556|37061090803|Census Tract 908.03|140575839|554611|G5020|S|207403717363532|37061090802|Census Tract 908.02|198059086|989080|G5020|S|140575839|554611
2079015501858513|37061090804|Census Tract 908.04|56141954|434469|G5020|S|207403717363532|37061090802|Census Tract 908.02|198059086|989080|G5020|S|56141954|434469
20790147574358|37063000101|Census Tract 1.01|3370322|2847|G5020|S|20740147574358|37063000101|Census Tract 1.01|3404979|2847|G5020|S|3368261|2847
20790147574358|37063000101|Census Tract 1.01|3370322|2847|G5020|S|20740147574149|37063000102|Census Tract 1.02|3979697|726|G5020|S|1878|0
20790147574358|37063000101|Census Tract 1.01|3370322|2847|G5020|S|20740147574223|37063000200|Census Tract 2|3021354|0|G5020|S|183|0
20790147574149|37063000102|Census Tract 1.02|3998235|726|G5020|S|20740147574358|37063000101|Census Tract 1.01|3404979|2847|G5020|S|20416|0
20790147574149|37063000102|Census Tract 1.02|3998235|726|G5020|S|20740147574149|37063000102|Census Tract 1.02|3979697|726|G5020|S|3977819|726
20790147574223|37063000200|Census Tract 2|3021171|0|G5020|S|20740147574223|37063000200|Census Tract 2|3021354|0|G5020|S|3021171|0
20790147573657|37063000301|Census Tract 3.01|1586355|0|G5020|S|20740147573657|37063000301|Census Tract 3.01|1427856|0|G5020|S|1427856|0
20790147573657|37063000301|Census Tract 3.01|1586355|0|G5020|S|20740147574088|37063000401|Census Tract 4.01|3359304|43208|G5020|S|92578|0
20790147573657|37063000301|Census Tract 3.01|1586355|0|G5020|S|20740147574045|37063000402|Census Tract 4.02|1432187|0|G5020|S|65921|0
20790147574170|37063000302|Census Tract 3.02|1722150|0|G5020|S|20740147574170|37063000302|Census Tract 3.02|1722150|0|G5020|S|1722150|0
20790147574088|37063000401|Census Tract 4.01|3437123|43208|G5020|S|20740147574088|37063000401|Census Tract 4.01|3359304|43208|G5020|S|3266726|43208
20790147574088|37063000401|Census Tract 4.01|3437123|43208|G5020|S|20740147574045|37063000402|Census Tract 4.02|1432187|0|G5020|S|170397|0
20790147574045|37063000402|Census Tract 4.02|1195869|0|G5020|S|20740147574045|37063000402|Census Tract 4.02|1432187|0|G5020|S|1195869|0
20790147574078|37063000500|Census Tract 5|2163223|0|G5020|S|20740147574078|37063000500|Census Tract 5|2239844|0|G5020|S|2110187|0
20790147574078|37063000500|Census Tract 5|2163223|0|G5020|S|20740147573927|37063000600|Census Tract 6|7174894|15078|G5020|S|53036|0
20790147573927|37063000600|Census Tract 6|7121858|15078|G5020|S|20740147573927|37063000600|Census Tract 6|7174894|15078|G5020|S|7121858|15078
20790147573740|37063000700|Census Tract 7|3368056|0|G5020|S|20740147573740|37063000700|Census Tract 7|3368056|0|G5020|S|3368056|0
20790147574186|37063000900|Census Tract 9|1025538|0|G5020|S|20740147574186|37063000900|Census Tract 9|1025538|0|G5020|S|1025538|0
20790147574240|37063001001|Census Tract 10.01|2284922|2069|G5020|S|20740147574240|37063001001|Census Tract 10.01|2284922|2069|G5020|S|2284922|2069
20790147574103|37063001002|Census Tract 10.02|3348813|0|G5020|S|20740147574103|37063001002|Census Tract 10.02|3348813|0|G5020|S|3348813|0
20790147573916|37063001100|Census Tract 11|1396022|0|G5020|S|20740147573916|37063001100|Census Tract 11|1396022|0|G5020|S|1396022|0
2079015771127332|37063001301|Census Tract 13.01|747645|757|G5020|S|20740147574276|37063001301|Census Tract 13.01|747645|757|G5020|S|747645|757
20790147574243|37063001303|Census Tract 13.03|1525502|0|G5020|S|20740147574243|37063001303|Census Tract 13.03|1525502|0|G5020|S|1525502|0
20790147574307|37063001304|Census Tract 13.04|1709176|0|G5020|S|20740147574307|37063001304|Census Tract 13.04|1709176|0|G5020|S|1709176|0
20790147574004|37063001400|Census Tract 14|1896968|0|G5020|S|20740147574004|37063001400|Census Tract 14|1896968|0|G5020|S|1896968|0
20790147574339|37063001501|Census Tract 15.01|2738792|1510|G5020|S|20740147574078|37063000500|Census Tract 5|2239844|0|G5020|S|606|0
20790147574339|37063001501|Census Tract 15.01|2738792|1510|G5020|S|20740147574339|37063001501|Census Tract 15.01|2738186|1510|G5020|S|2738186|1510
20790147574325|37063001503|Census Tract 15.03|449529|0|G5020|S|20740147574078|37063000500|Census Tract 5|2239844|0|G5020|S|30019|0
20790147574325|37063001503|Census Tract 15.03|449529|0|G5020|S|20740147574325|37063001503|Census Tract 15.03|419510|0|G5020|S|419510|0
2079015707479449|37063001504|Census Tract 15.04|1398151|0|G5020|S|20740147573691|37063001502|Census Tract 15.02|2445313|12930|G5020|S|1398151|0
2079015707479466|37063001505|Census Tract 15.05|1146194|12930|G5020|S|20740147574078|37063000500|Census Tract 5|2239844|0|G5020|S|99032|0
2079015707479466|37063001505|Census Tract 15.05|1146194|12930|G5020|S|20740147573691|37063001502|Census Tract 15.02|2445313|12930|G5020|S|1047162|12930
20790147573753|37063001601|Census Tract 16.01|26387148|448039|G5020|S|20740147573753|37063001601|Census Tract 16.01|26431999|469710|G5020|S|26387148|448039
20790147573875|37063001603|Census Tract 16.03|25706121|334086|G5020|S|20740147573875|37063001603|Census Tract 16.03|25628317|334086|G5020|S|25628317|334086
20790147573875|37063001603|Census Tract 16.03|25706121|334086|G5020|S|20740141043498|37135010802|Census Tract 108.02|148028256|691364|G5020|S|77804|0
20790147573770|37063001604|Census Tract 16.04|24684150|255664|G5020|S|20740147573770|37063001604|Census Tract 16.04|24650000|251269|G5020|S|24650000|251269
20790147573770|37063001604|Census Tract 16.04|24684150|255664|G5020|S|20740147573817|37063001707|Census Tract 17.07|16154862|217538|G5020|S|6142|2722
20790147573770|37063001604|Census Tract 16.04|24684150|255664|G5020|S|20740141043498|37135010802|Census Tract 108.02|148028256|691364|G5020|S|3857|0
20790147573770|37063001604|Census Tract 16.04|24684150|255664|G5020|S|207403717415032|37135010901|Census Tract 109.01|89431906|820746|G5020|S|24151|1673
20790147573953|37063001705|Census Tract 17.05|7440526|63744|G5020|S|20740147573953|37063001705|Census Tract 17.05|7399226|63744|G5020|S|7399226|63744
20790147573953|37063001705|Census Tract 17.05|7440526|63744|G5020|S|20740147573888|37063001711|Census Tract 17.11|3925302|23975|G5020|S|41300|0
20790147574017|37063001706|Census Tract 17.06|5900418|4314|G5020|S|20740147574017|37063001706|Census Tract 17.06|5900418|4314|G5020|S|5900418|4314
20790147573864|37063001708|Census Tract 17.08|6380391|184344|G5020|S|20740147573753|37063001601|Census Tract 16.01|26431999|469710|G5020|S|44851|21671
20790147573864|37063001708|Census Tract 17.08|6380391|184344|G5020|S|20740147573864|37063001708|Census Tract 17.08|6335540|162673|G5020|S|6335540|162673
20790147573991|37063001709|Census Tract 17.09|8276903|19507|G5020|S|20740147574358|37063000101|Census Tract 1.01|3404979|2847|G5020|S|16302|0
20790147573991|37063001709|Census Tract 17.09|8276903|19507|G5020|S|20740147573991|37063001709|Census Tract 17.09|8260601|19507|G5020|S|8260601|19507
20790147573940|37063001710|Census Tract 17.10|3792441|20978|G5020|S|20740147573940|37063001710|Census Tract 17.10|3792441|20978|G5020|S|3792441|20978
20790147573888|37063001711|Census Tract 17.11|3884002|23975|G5020|S|20740147573888|37063001711|Census Tract 17.11|3925302|23975|G5020|S|3884002|23975
2079015707479464|37063001712|Census Tract 17.12|9340511|153852|G5020|S|20740147573817|37063001707|Census Tract 17.07|16154862|217538|G5020|S|9340511|153852
2079015707479478|37063001713|Census Tract 17.13|6823319|60964|G5020|S|20740147573817|37063001707|Census Tract 17.07|16154862|217538|G5020|S|6808209|60964
2079015707479478|37063001713|Census Tract 17.13|6823319|60964|G5020|S|207403717415044|37135010902|Census Tract 109.02|33453639|147786|G5020|S|15110|0
20790147573833|37063001801|Census Tract 18.01|45790869|6608772|G5020|S|20740147573833|37063001801|Census Tract 18.01|45793561|6420792|G5020|S|45790869|6360301
20790147573833|37063001801|Census Tract 18.01|45790869|6608772|G5020|S|207403717627424|37063001806|Census Tract 18.06|35769921|4680190|G5020|S|0|248471
20790147573625|37063001802|Census Tract 18.02|9174826|101681|G5020|S|20740147573625|37063001802|Census Tract 18.02|9171152|101681|G5020|S|9171152|101681
20790147573625|37063001802|Census Tract 18.02|9174826|101681|G5020|S|207403717627421|37063002027|Census Tract 20.27|16532731|118434|G5020|S|3674|0
207903717627424|37063001806|Census Tract 18.06|35564033|4431202|G5020|S|20740147573833|37063001801|Census Tract 18.01|45793561|6420792|G5020|S|0|60079
207903717627424|37063001806|Census Tract 18.06|35564033|4431202|G5020|S|207403717627424|37063001806|Census Tract 18.06|35769921|4680190|G5020|S|35564033|4371123
207903717627409|37063001808|Census Tract 18.08|18023945|207225|G5020|S|207403717627409|37063001808|Census Tract 18.08|18009800|207225|G5020|S|17993006|207225
207903717627409|37063001808|Census Tract 18.08|18023945|207225|G5020|S|207403717627415|37063001809|Census Tract 18.09|12182016|130441|G5020|S|30939|0
207903717627415|37063001809|Census Tract 18.09|12149650|130441|G5020|S|207403717627415|37063001809|Census Tract 18.09|12182016|130441|G5020|S|12147401|130441
207903717627415|37063001809|Census Tract 18.09|12149650|130441|G5020|S|207403717360289|37183053610|Census Tract 536.10|11580000|323492|G5020|S|2249|0
2079015707479645|37063001810|Census Tract 18.10|3192394|28192|G5020|S|207403717627405|37063001807|Census Tract 18.07|9392254|56524|G5020|S|3192394|28192
2079015707479444|37063001811|Census Tract 18.11|6199860|28332|G5020|S|207403717627405|37063001807|Census Tract 18.07|9392254|56524|G5020|S|6199860|28332
20790147573706|37063001900|Census Tract 19|58425853|8648849|G5020|S|207403717627409|37063001808|Census Tract 18.08|18009800|207225|G5020|S|16794|0
20790147573706|37063001900|Census Tract 19|58425853|8648849|G5020|S|20740147573706|37063001900|Census Tract 19|58449018|8778369|G5020|S|58400878|8648849
20790147573706|37063001900|Census Tract 19|58425853|8648849|G5020|S|207403717360083|37183053717|Census Tract 537.17|6773014|0|G5020|S|81|0
20790147573706|37063001900|Census Tract 19|58425853|8648849|G5020|S|207403717360356|37183053718|Census Tract 537.18|2925473|0|G5020|S|1781|0
20790147573706|37063001900|Census Tract 19|58425853|8648849|G5020|S|207403717360357|37183053719|Census Tract 537.19|2000621|0|G5020|S|5774|0
20790147573706|37063001900|Census Tract 19|58425853|8648849|G5020|S|207403717360355|37183053720|Census Tract 537.20|10724298|0|G5020|S|545|0
20790147573642|37063002007|Census Tract 20.07|5971352|41737|G5020|S|20740147573642|37063002007|Census Tract 20.07|5971352|41737|G5020|S|5971352|41737
20790147573978|37063002008|Census Tract 20.08|5186888|6329|G5020|S|20740147573978|37063002008|Census Tract 20.08|5186888|6329|G5020|S|5186888|6329
20790147574293|37063002009|Census Tract 20.09|7368748|8163|G5020|S|20740147574293|37063002009|Census Tract 20.09|7368748|8163|G5020|S|7368748|8163
20790147574062|37063002013|Census Tract 20.13|5277875|119976|G5020|S|20740147574062|37063002013|Census Tract 20.13|5277875|119976|G5020|S|5277875|119976
20790147574033|37063002015|Census Tract 20.15|3787110|2104|G5020|S|20740147574033|37063002015|Census Tract 20.15|3745252|2104|G5020|S|3745252|2104
20790147574033|37063002015|Census Tract 20.15|3787110|2104|G5020|S|20740147573965|37063002017|Census Tract 20.17|19403329|139700|G5020|S|41858|0
207903717627416|37063002019|Census Tract 20.19|20523315|556325|G5020|S|20740147573801|37063002018|Census Tract 20.18|17788855|134355|G5020|S|30211|0
207903717627416|37063002019|Census Tract 20.19|20523315|556325|G5020|S|207403717627416|37063002019|Census Tract 20.19|20490966|556325|G5020|S|20490966|556325
207903717627416|37063002019|Census Tract 20.19|20523315|556325|G5020|S|207403717415086|37135012201|Census Tract 122.01|19890454|70476|G5020|S|2138|0
207903717627418|37063002020|Census Tract 20.20|16384324|239919|G5020|S|207403717476886|37037020701|Census Tract 207.01|64053066|13668003|G5020|S|83|0
207903717627418|37063002020|Census Tract 20.20|16384324|239919|G5020|S|207403717627418|37063002020|Census Tract 20.20|16384373|239919|G5020|S|16384241|239919
207903717627426|37063002021|Census Tract 20.21|6034565|14053|G5020|S|207403717627426|37063002021|Census Tract 20.21|6034565|14053|G5020|S|6034565|14053
207903717627429|37063002022|Census Tract 20.22|2550623|47677|G5020|S|207403717627429|37063002022|Census Tract 20.22|2550623|47677|G5020|S|2550623|47677
207903717627431|37063002023|Census Tract 20.23|2302345|1893|G5020|S|207403717627431|37063002023|Census Tract 20.23|2302345|1893|G5020|S|2302345|1893
207903717627433|37063002024|Census Tract 20.24|4349612|0|G5020|S|207403717627433|37063002024|Census Tract 20.24|4349612|0|G5020|S|4349612|0
207903717627436|37063002025|Census Tract 20.25|6083580|64757|G5020|S|207403717627436|37063002025|Census Tract 20.25|6083580|64757|G5020|S|6083580|64757
207903717627419|37063002026|Census Tract 20.26|5677447|94453|G5020|S|207403717627419|37063002026|Census Tract 20.26|5677447|94453|G5020|S|5677447|94453
2079015707479431|37063002029|Census Tract 20.29|5845285|46359|G5020|S|20740147573965|37063002017|Census Tract 20.17|19403329|139700|G5020|S|5845285|46359
2079015707479641|37063002030|Census Tract 20.30|13498282|93341|G5020|S|20740147573965|37063002017|Census Tract 20.17|19403329|139700|G5020|S|13498282|93341
2079015707479468|37063002031|Census Tract 20.31|1551499|0|G5020|S|20740147574260|37063002016|Census Tract 20.16|2922527|5197|G5020|S|1551499|0
2079015707479473|37063002032|Census Tract 20.32|1409469|5197|G5020|S|20740147574260|37063002016|Census Tract 20.16|2922527|5197|G5020|S|1371028|5197
2079015707479473|37063002032|Census Tract 20.32|1409469|5197|G5020|S|20740147573801|37063002018|Census Tract 20.18|17788855|134355|G5020|S|38441|0
2079015707479611|37063002033|Census Tract 20.33|7379059|73334|G5020|S|20740147573801|37063002018|Census Tract 20.18|17788855|134355|G5020|S|7379059|73334
2079015707479459|37063002034|Census Tract 20.34|10294036|60787|G5020|S|20740147573801|37063002018|Census Tract 20.18|17788855|134355|G5020|S|10294036|60787
2079015707479613|37063002035|Census Tract 20.35|9751069|34816|G5020|S|207403717627421|37063002027|Census Tract 20.27|16532731|118434|G5020|S|9750559|34816
2079015707479613|37063002035|Census Tract 20.35|9751069|34816|G5020|S|207403717627449|37063980100|Census Tract 9801|21187758|188875|G5020|S|510|0
2079015707479462|37063002036|Census Tract 20.36|6762149|83618|G5020|S|207403717627421|37063002027|Census Tract 20.27|16532731|118434|G5020|S|6758902|83618
2079015707479462|37063002036|Census Tract 20.36|6762149|83618|G5020|S|207403717627449|37063980100|Census Tract 9801|21187758|188875|G5020|S|3247|0
2079019640549870|37063002037|Census Tract 20.37|9863777|90718|G5020|S|207403717627441|37063002028|Census Tract 20.28|21989607|144892|G5020|S|9747991|90718
2079019640549870|37063002037|Census Tract 20.37|9863777|90718|G5020|S|207403717627449|37063980100|Census Tract 9801|21187758|188875|G5020|S|55222|0
2079019640549870|37063002037|Census Tract 20.37|9863777|90718|G5020|S|207403717360297|37183053609|Census Tract 536.09|15171444|1231948|G5020|S|58009|0
2079019640549870|37063002037|Census Tract 20.37|9863777|90718|G5020|S|207403717360289|37183053610|Census Tract 536.10|11580000|323492|G5020|S|2555|0
2079019640549872|37063002038|Census Tract 20.38|12622248|55347|G5020|S|207403717627441|37063002028|Census Tract 20.28|21989607|144892|G5020|S|12231831|54174
2079019640549872|37063002038|Census Tract 20.38|12622248|55347|G5020|S|207403717627449|37063980100|Census Tract 9801|21187758|188875|G5020|S|182205|0
2079019640549872|37063002038|Census Tract 20.38|12622248|55347|G5020|S|207403717360289|37183053610|Census Tract 536.10|11580000|323492|G5020|S|208212|1173
20790147573674|37063002100|Census Tract 21|180071642|5602086|G5020|S|20740147573674|37063002100|Census Tract 21|180044292|5602086|G5020|S|180039669|5602086
20790147573674|37063002100|Census Tract 21|180071642|5602086|G5020|S|207403716736053|37077970701|Census Tract 9707.01|185856565|1947842|G5020|S|13300|0
20790147573674|37063002100|Census Tract 21|180071642|5602086|G5020|S|20740141043498|37135010802|Census Tract 108.02|148028256|691364|G5020|S|8871|0
20790147573674|37063002100|Census Tract 21|180071642|5602086|G5020|S|20740533411768|37145920500|Census Tract 9205|176761008|464109|G5020|S|9301|0
20790147573674|37063002100|Census Tract 21|180071642|5602086|G5020|S|207403715387016|37145920602|Census Tract 9206.02|122900781|324659|G5020|S|501|0
207903717627417|37063002200|Census Tract 22|1538433|0|G5020|S|207403717627417|37063002200|Census Tract 22|1538433|0|G5020|S|1538433|0
2079015771127334|37063002300|Census Tract 23|1241975|0|G5020|S|207403717627443|37063002300|Census Tract 23|1241975|0|G5020|S|1241975|0
207903717627449|37063980100|Census Tract 9801|20979631|188875|G5020|S|207403717627415|37063001809|Census Tract 18.09|12182016|130441|G5020|S|3676|0
207903717627449|37063980100|Census Tract 9801|20979631|188875|G5020|S|207403717627421|37063002027|Census Tract 20.27|16532731|118434|G5020|S|19596|0
207903717627449|37063980100|Census Tract 9801|20979631|188875|G5020|S|207403717627441|37063002028|Census Tract 20.28|21989607|144892|G5020|S|9785|0
207903717627449|37063980100|Census Tract 9801|20979631|188875|G5020|S|207403717627449|37063980100|Census Tract 9801|21187758|188875|G5020|S|20946574|188875
20790148944381|37065020200|Census Tract 202|23297865|26582|G5020|S|20740148944381|37065020200|Census Tract 202|23883285|26582|G5020|S|23297865|26582
20790148944387|37065020300|Census Tract 203|10834148|0|G5020|S|20740148944381|37065020200|Census Tract 202|23883285|26582|G5020|S|585420|0
20790148944387|37065020300|Census Tract 203|10834148|0|G5020|S|20740148944387|37065020300|Census Tract 203|10248728|0|G5020|S|10248728|0
20790148944393|37065020400|Census Tract 204|11626227|31574|G5020|S|20740148944393|37065020400|Census Tract 204|15150284|61003|G5020|S|11626227|31574
20790148944362|37065020600|Census Tract 206|142764608|305585|G5020|S|20740148944393|37065020400|Census Tract 204|15150284|61003|G5020|S|3524057|29429
20790148944362|37065020600|Census Tract 206|142764608|305585|G5020|S|20740148944362|37065020600|Census Tract 206|139240551|276156|G5020|S|139240551|276156
