OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
2079015497390386|37087920201|Census Tract 9202.01|17962727|0|G5020|S|20740504275961|37087920200|Census Tract 9202|74602957|0|G5020|S|17962727|0
2079015497390371|37087920202|Census Tract 9202.02|56639800|0|G5020|S|207403717627320|37021002603|Census Tract 26.03|137662166|0|G5020|S|655|0
2079015497390371|37087920202|Census Tract 9202.02|56639800|0|G5020|S|20740504275961|37087920200|Census Tract 9202|74602957|0|G5020|S|56639145|0
20790504275968|37087920300|Census Tract 9203|16611053|0|G5020|S|207403717627317|37021002401|Census Tract 24.01|61777190|0|G5020|S|28|0
20790504275968|37087920300|Census Tract 9203|16611053|0|G5020|S|20740504275968|37087920300|Census Tract 9203|16611216|0|G5020|S|16611025|0
20790504275969|37087920400|Census Tract 9204|11067495|0|G5020|S|20740504275969|37087920400|Census Tract 9204|11067495|0|G5020|S|11067495|0
2079015497390442|37087920501|Census Tract 9205.01|23360275|0|G5020|S|20740504275959|37087920500|Census Tract 9205|40268183|0|G5020|S|23360275|0
2079015497390469|37087920502|Census Tract 9205.02|16907908|0|G5020|S|20740504275959|37087920500|Census Tract 9205|40268183|0|G5020|S|16907908|0
2079015497390323|37087920601|Census Tract 9206.01|24349528|0|G5020|S|20740504275960|37087920600|Census Tract 9206|35912892|808790|G5020|S|24349528|0
2079015497390358|37087920602|Census Tract 9206.02|11563364|808790|G5020|S|20740504275960|37087920600|Census Tract 9206|35912892|808790|G5020|S|11563364|808790
2079015497390343|37087920701|Census Tract 9207.01|67873524|0|G5020|S|20740504275963|37087920700|Census Tract 9207|90983232|0|G5020|S|67873524|0
2079015497390325|37087920702|Census Tract 9207.02|23109708|0|G5020|S|20740504275963|37087920700|Census Tract 9207|90983232|0|G5020|S|23109708|0
20790504275966|37087920800|Census Tract 9208|42527742|0|G5020|S|20740504275966|37087920800|Census Tract 9208|42564709|0|G5020|S|42527742|0
20790504275964|37087920900|Census Tract 9209|2979120|0|G5020|S|20740504275964|37087920900|Census Tract 9209|2979120|0|G5020|S|2979120|0
20790504275962|37087921000|Census Tract 9210|17020860|0|G5020|S|20740504275962|37087921000|Census Tract 9210|17020860|0|G5020|S|17020860|0
20790504275970|37087921100|Census Tract 9211|10382285|0|G5020|S|20740504275970|37087921100|Census Tract 9211|10382285|0|G5020|S|10382285|0
2079015497390499|37087921201|Census Tract 9212.01|2496764|0|G5020|S|20740504275965|37087921200|Census Tract 9212|71865136|0|G5020|S|2496764|0
2079015497390448|37087921202|Census Tract 9212.02|69338492|0|G5020|S|20740504275965|37087921200|Census Tract 9212|71865136|0|G5020|S|69338492|0
207903717117699|37087921301|Census Tract 9213.01|190737326|394568|G5020|S|207403717117699|37087921301|Census Tract 9213.01|190336880|394568|G5020|S|190336880|394568
207903717117699|37087921301|Census Tract 9213.01|190737326|394568|G5020|S|20740758007124|37099950700|Census Tract 9507|343581766|2068378|G5020|S|9394|0
207903717117699|37087921301|Census Tract 9213.01|190737326|394568|G5020|S|20740348158575|37175960500|Census Tract 9605|304405764|382955|G5020|S|391052|0
207903717117694|37087921302|Census Tract 9213.02|171531193|22353|G5020|S|207403717117694|37087921302|Census Tract 9213.02|171532111|22353|G5020|S|171530321|22353
207903717117694|37087921302|Census Tract 9213.02|171531193|22353|G5020|S|20740348158546|37175960100|Census Tract 9601|160891343|358868|G5020|S|872|0
20790214708692|37087980100|Census Tract 9801|247520786|0|G5020|S|20740214708692|37087980100|Census Tract 9801|247520786|0|G5020|S|247520786|0
20790338968265|37089930100|Census Tract 9301|137359433|118278|G5020|S|207403717627352|37021003204|Census Tract 32.04|86080612|101642|G5020|S|755|0
20790338968265|37089930100|Census Tract 9301|137359433|118278|G5020|S|20740338968265|37089930100|Census Tract 9301|137393358|118278|G5020|S|137358678|118278
2079015503268160|37089930201|Census Tract 9302.01|42574822|2468|G5020|S|20740338968144|37089930200|Census Tract 9302|76632313|35009|G5020|S|42574822|2468
2079015503268114|37089930202|Census Tract 9302.02|34056452|32541|G5020|S|20740338968144|37089930200|Census Tract 9302|76632313|35009|G5020|S|34056452|32541
2079015503268053|37089930301|Census Tract 9303.01|12573127|54770|G5020|S|20740338968174|37089930300|Census Tract 9303|32790938|145162|G5020|S|12573127|54770
2079015503268126|37089930302|Census Tract 9303.02|20217811|90392|G5020|S|20740338968174|37089930300|Census Tract 9303|32790938|145162|G5020|S|20217811|90392
207903717166794|37089930401|Census Tract 9304.01|15205979|73384|G5020|S|207403717166794|37089930401|Census Tract 9304.01|15205979|73384|G5020|S|15205979|73384
207903717166783|37089930402|Census Tract 9304.02|24490863|174957|G5020|S|207403717166783|37089930402|Census Tract 9304.02|24490863|174957|G5020|S|24490863|174957
207903717166801|37089930501|Census Tract 9305.01|18927848|172166|G5020|S|207403717166801|37089930501|Census Tract 9305.01|18927848|172166|G5020|S|18927848|172166
207903717166800|37089930502|Census Tract 9305.02|33453091|62581|G5020|S|207403717166800|37089930502|Census Tract 9305.02|33456287|62581|G5020|S|33453091|62581
20790338968571|37089930600|Census Tract 9306|11183042|104092|G5020|S|207403717627301|37021002203|Census Tract 22.03|15947219|803982|G5020|S|18703|0
20790338968571|37089930600|Census Tract 9306|11183042|104092|G5020|S|20740338968571|37089930600|Census Tract 9306|11171692|104092|G5020|S|11164339|104092
207903717166923|37089930701|Census Tract 9307.01|52698595|446814|G5020|S|20740300552221|37021002301|Census Tract 23.01|49219975|445302|G5020|S|688|0
207903717166923|37089930701|Census Tract 9307.01|52698595|446814|G5020|S|207403717166923|37089930701|Census Tract 9307.01|52934803|446814|G5020|S|52697907|446814
207903717166883|37089930702|Census Tract 9307.02|66388356|541858|G5020|S|207403717166883|37089930702|Census Tract 9307.02|66388356|541858|G5020|S|66388356|541858
207903717166938|37089930703|Census Tract 9307.03|29860409|300739|G5020|S|207403717166938|37089930703|Census Tract 9307.03|29860409|300739|G5020|S|29860409|300739
20790338968451|37089930800|Census Tract 9308|15652038|184981|G5020|S|20740338968451|37089930800|Census Tract 9308|15672787|187533|G5020|S|15652038|184981
20790338968473|37089930900|Census Tract 9309|7687254|28526|G5020|S|20740338968451|37089930800|Census Tract 9308|15672787|187533|G5020|S|20749|2552
20790338968473|37089930900|Census Tract 9309|7687254|28526|G5020|S|20740338968473|37089930900|Census Tract 9309|7666505|25974|G5020|S|7666505|25974
20790338968221|37089931000|Census Tract 9310|18847612|200358|G5020|S|20740338968221|37089931000|Census Tract 9310|18847612|200358|G5020|S|18847612|200358
20790338968502|37089931100|Census Tract 9311|3305499|10378|G5020|S|20740338968502|37089931100|Census Tract 9311|3305499|10378|G5020|S|3305499|10378
20790338968525|37089931200|Census Tract 9312|2573770|467|G5020|S|20740338968525|37089931200|Census Tract 9312|2579349|467|G5020|S|2573770|467
20790338968548|37089931300|Census Tract 9313|6729566|19025|G5020|S|20740338968548|37089931300|Census Tract 9313|6729743|19025|G5020|S|6729566|19025
2079015503268168|37089931401|Census Tract 9314.01|12896897|30002|G5020|S|20740338968243|37089931400|Census Tract 9314|17632012|128099|G5020|S|12896897|30002
2079015503268088|37089931402|Census Tract 9314.02|4735527|98097|G5020|S|20740338968548|37089931300|Census Tract 9313|6729743|19025|G5020|S|177|0
2079015503268088|37089931402|Census Tract 9314.02|4735527|98097|G5020|S|20740338968243|37089931400|Census Tract 9314|17632012|128099|G5020|S|4735115|98097
2079015503268088|37089931402|Census Tract 9314.02|4735527|98097|G5020|S|20740338968431|37089931500|Census Tract 9315|24863107|239914|G5020|S|235|0
20790338968431|37089931500|Census Tract 9315|24880786|239914|G5020|S|20740338968431|37089931500|Census Tract 9315|24863107|239914|G5020|S|24862872|239914
20790338968431|37089931500|Census Tract 9315|24880786|239914|G5020|S|20740338968411|37089931600|Census Tract 9316|12708711|225186|G5020|S|17914|0
20790338968411|37089931600|Census Tract 9316|12696376|225186|G5020|S|20740338968525|37089931200|Census Tract 9312|2579349|467|G5020|S|5579|0
20790338968411|37089931600|Census Tract 9316|12696376|225186|G5020|S|20740338968411|37089931600|Census Tract 9316|12708711|225186|G5020|S|12690797|225186
20790338968316|37089931700|Census Tract 9317|10200772|90354|G5020|S|20740338968316|37089931700|Census Tract 9317|10200772|90354|G5020|S|10200772|90354
207903717166918|37089931801|Census Tract 9318.01|9000374|96696|G5020|S|207403717166918|37089931801|Census Tract 9318.01|9000374|96696|G5020|S|9000374|96696
207903717166924|37089931802|Census Tract 9318.02|18520176|103414|G5020|S|207403717166924|37089931802|Census Tract 9318.02|18520176|103414|G5020|S|18520176|103414
207903717166917|37089931901|Census Tract 9319.01|47603209|470312|G5020|S|207403717166917|37089931901|Census Tract 9319.01|47599968|470312|G5020|S|47599942|470312
207903717166917|37089931901|Census Tract 9319.01|47603209|470312|G5020|S|207403717428032|37175960401|Census Tract 9604.01|62238673|170070|G5020|S|3267|0
207903717166835|37089931902|Census Tract 9319.02|61029934|313209|G5020|S|207403717166835|37089931902|Census Tract 9319.02|61029934|313209|G5020|S|61029934|313209
207903717166830|37089932000|Census Tract 9320|159333656|1163114|G5020|S|207403717166830|37089932000|Census Tract 9320|159280107|1163114|G5020|S|158953740|1163114
207903717166830|37089932000|Census Tract 9320|159333656|1163114|G5020|S|207403717412841|37149920303|Census Tract 9203.03|28771647|0|G5020|S|11666|0
207903717166830|37089932000|Census Tract 9320|159333656|1163114|G5020|S|207403717485400|45045004002|Census Tract 40.02|183939762|3714939|G5020|S|180703|0
207903717166830|37089932000|Census Tract 9320|159333656|1163114|G5020|S|207403717485431|45045004102|Census Tract 41.02|175891691|1452493|G5020|S|187547|0
207903717166901|37089980100|Census Tract 9801|51251031|82317|G5020|S|207403717627278|37021002402|Census Tract 24.02|51320710|52888|G5020|S|136|0
207903717166901|37089980100|Census Tract 9801|51251031|82317|G5020|S|207403717166923|37089930701|Census Tract 9307.01|52934803|446814|G5020|S|1098|0
207903717166901|37089980100|Census Tract 9801|51251031|82317|G5020|S|207403717166901|37089980100|Census Tract 9801|51251255|82317|G5020|S|51249797|82317
2079015503737577|37091950101|Census Tract 9501.01|60279043|14336|G5020|S|20740708610153|37091950100|Census Tract 9501|291410816|3768132|G5020|S|60279043|14336
2079015503737570|37091950102|Census Tract 9501.02|231127215|3753796|G5020|S|20740708610153|37091950100|Census Tract 9501|291410816|3768132|G5020|S|231127215|3753796
2079015503737572|37091950201|Census Tract 9502.01|235989278|13629031|G5020|S|20740708610151|37091950200|Census Tract 9502|309115337|14814548|G5020|S|235989278|13629031
2079015503737574|37091950202|Census Tract 9502.02|72927130|1185517|G5020|S|20740708610151|37091950200|Census Tract 9502|309115337|14814548|G5020|S|72927130|1185517
20790708610154|37091950300|Census Tract 9503|199427427|0|G5020|S|20740132395668|37015960300|Census Tract 9603|522417403|6155815|G5020|S|277|0
20790708610154|37091950300|Census Tract 9503|199427427|0|G5020|S|20740708610154|37091950300|Census Tract 9503|199421901|0|G5020|S|199419243|0
20790708610154|37091950300|Census Tract 9503|199427427|0|G5020|S|20740353650645|37131920200|Census Tract 9202|311056488|1100238|G5020|S|7907|0
207903716864331|37091950401|Census Tract 9504.01|53876181|0|G5020|S|207403716864331|37091950401|Census Tract 9504.01|53876181|0|G5020|S|53876181|0
207903716864333|37091950402|Census Tract 9504.02|60864122|154738|G5020|S|207403716864333|37091950402|Census Tract 9504.02|60864122|154738|G5020|S|60864122|154738
2079015503737587|37091980000|Census Tract 9800|198929|0|G5020|S|20740708610151|37091950200|Census Tract 9502|309115337|14814548|G5020|S|198929|0
2079015483544788|37093970104|Census Tract 9701.04|40277602|174315|G5020|S|207403717626059|37093970101|Census Tract 9701.01|48557219|180872|G5020|S|40277602|174315
2079015483544831|37093970105|Census Tract 9701.05|8276998|6557|G5020|S|207403717626059|37093970101|Census Tract 9701.01|48557219|180872|G5020|S|8276998|6557
2079015483544772|37093970106|Census Tract 9701.06|17380139|203759|G5020|S|207403717626065|37093970102|Census Tract 9701.02|44907906|326258|G5020|S|17380139|203759
2079015483544697|37093970107|Census Tract 9701.07|27527767|122499|G5020|S|207403717626065|37093970102|Census Tract 9701.02|44907906|326258|G5020|S|27527767|122499
2079015483544794|37093970108|Census Tract 9701.08|24020528|369932|G5020|S|207403717629300|37051003102|Census Tract 31.02|13737960|960207|G5020|S|0|663
2079015483544794|37093970108|Census Tract 9701.08|24020528|369932|G5020|S|207403717626064|37093970103|Census Tract 9701.03|40025651|377117|G5020|S|24020528|369269
2079015483544800|37093970109|Census Tract 9701.09|16005123|0|G5020|S|207403717626064|37093970103|Census Tract 9701.03|40025651|377117|G5020|S|16005123|0
207903717626060|37093970201|Census Tract 9702.01|136000735|376827|G5020|S|207403717626060|37093970201|Census Tract 9702.01|135998140|376827|G5020|S|135998140|376827
207903717626060|37093970201|Census Tract 9702.01|136000735|376827|G5020|S|2074019439945|37125951100|Census Tract 9511|45984764|505560|G5020|S|2595|0
207903717626051|37093970202|Census Tract 9702.02|156600147|192031|G5020|S|207403717626051|37093970202|Census Tract 9702.02|156608361|192031|G5020|S|156600147|192031
2079019239001|37093970300|Census Tract 9703|15288200|70570|G5020|S|2074019239001|37093970300|Census Tract 9703|15288200|70570|G5020|S|15288200|70570
207903717626066|37093970401|Census Tract 9704.01|114866631|592221|G5020|S|207403717626066|37093970401|Census Tract 9704.01|115180146|618403|G5020|S|114866631|592221
207903717626050|37093970402|Census Tract 9704.02|93269949|476772|G5020|S|207403717626050|37093970402|Census Tract 9704.02|93272954|476772|G5020|S|93269949|476772
207903717626061|37093980100|Census Tract 9801|360977804|1363826|G5020|S|207403717629316|37051980100|Census Tract 9801|92207521|388064|G5020|S|78616|7292
207903717626061|37093980100|Census Tract 9801|360977804|1363826|G5020|S|207403717626061|37093980100|Census Tract 9801|360899931|1417137|G5020|S|360899188|1356534
2079015482768672|37095920101|Census Tract 9201.01|712438849|201467761|G5020|S|207403717166726|37095920100|Census Tract 9201|1586018145|479501242|G5020|S|712438849|201467761
2079015482768688|37095920102|Census Tract 9201.02|873528084|277959155|G5020|S|20740100971515|37013930100|Census Tract 9301|483371309|38574231|G5020|S|9310|0
2079015482768688|37095920102|Census Tract 9201.02|873528084|277959155|G5020|S|207403717166726|37095920100|Census Tract 9201|1586018145|479501242|G5020|S|873518774|277959155
20790152383231|37095990100|Census Tract 9901|0|157959318|G5020|S|20740152383231|37095990100|Census Tract 9901|0|157959318|G5020|S|0|157959318
207903717166736|37095990200|Census Tract 9902|0|1555543166|G5020|S|207403717166736|37095990200|Census Tract 9902|0|1555543166|G5020|S|0|1555543166
20790322811646|37097060100|Census Tract 601|7079116|22273|G5020|S|20740322811646|37097060100|Census Tract 601|7079116|22273|G5020|S|7079116|22273
20790322811608|37097060200|Census Tract 602|6425418|11901|G5020|S|20740322811608|37097060200|Census Tract 602|6425418|11901|G5020|S|6425418|11901
20790322811629|37097060300|Census Tract 603|6645870|0|G5020|S|20740322811629|37097060300|Census Tract 603|6645870|0|G5020|S|6645870|0
20790322811590|37097060400|Census Tract 604|12474886|9463|G5020|S|20740322811590|37097060400|Census Tract 604|12474886|9463|G5020|S|12474886|9463
20790322811665|37097060500|Census Tract 605|4596756|11871|G5020|S|20740322811665|37097060500|Census Tract 605|4596756|11871|G5020|S|4596756|11871
207903717400719|37097060601|Census Tract 606.01|10834222|34690|G5020|S|207403717400719|37097060601|Census Tract 606.01|10834222|34690|G5020|S|10834222|34690
207903717400729|37097060602|Census Tract 606.02|8157244|74923|G5020|S|207403717400729|37097060602|Census Tract 606.02|8157244|74923|G5020|S|8157244|74923
207903717400688|37097060603|Census Tract 606.03|23668792|113365|G5020|S|207403717400688|37097060603|Census Tract 606.03|23668792|113365|G5020|S|23668792|113365
207903717400669|37097060701|Census Tract 607.01|49680916|416817|G5020|S|207403717400669|37097060701|Census Tract 607.01|49286597|415791|G5020|S|49286597|415791
207903717400669|37097060701|Census Tract 607.01|49680916|416817|G5020|S|20740164123993|37159051901|Census Tract 519.01|166376290|139364|G5020|S|144178|177
207903717400669|37097060701|Census Tract 607.01|49680916|416817|G5020|S|20740164123899|37159051902|Census Tract 519.02|205798342|255318|G5020|S|250141|849
207903717400966|37097060702|Census Tract 607.02|73694806|389778|G5020|S|207403717400966|37097060702|Census Tract 607.02|73676432|390107|G5020|S|73669259|388817
207903717400966|37097060702|Census Tract 607.02|73694806|389778|G5020|S|20740164123899|37159051902|Census Tract 519.02|205798342|255318|G5020|S|25547|961
207903717400841|37097060703|Census Tract 607.03|36725716|503942|G5020|S|207403717400841|37097060703|Census Tract 607.03|36725716|503942|G5020|S|36725716|503942
207903717400857|37097060801|Census Tract 608.01|133757549|997017|G5020|S|207403717400857|37097060801|Census Tract 608.01|133768069|997017|G5020|S|133750565|997017
207903717400857|37097060801|Census Tract 608.01|133757549|997017|G5020|S|20740336382862|37197050400|Census Tract 504|180724310|783807|G5020|S|6984|0
207903717400831|37097060802|Census Tract 608.02|109316187|1051158|G5020|S|20740312414594|37059080100|Census Tract 801|226482606|1774563|G5020|S|264549|317
207903717400831|37097060802|Census Tract 608.02|109316187|1051158|G5020|S|207403717400831|37097060802|Census Tract 608.02|109051638|1050841|G5020|S|109051638|1050841
207903717400979|37097060901|Census Tract 609.01|157517774|662125|G5020|S|20740412303214|37003040100|Census Tract 401|155398874|177039|G5020|S|29345|0
207903717400979|37097060901|Census Tract 609.01|157517774|662125|G5020|S|207403717400979|37097060901|Census Tract 609.01|157542103|662125|G5020|S|157484207|662125
207903717400979|37097060901|Census Tract 609.01|157517774|662125|G5020|S|207401915661017|37193961200|Census Tract 9612|355551332|581893|G5020|S|4222|0
207903717400940|37097060902|Census Tract 609.02|132857582|703710|G5020|S|20740412303214|37003040100|Census Tract 401|155398874|177039|G5020|S|14423|0
207903717400940|37097060902|Census Tract 609.02|132857582|703710|G5020|S|207403717400940|37097060902|Census Tract 609.02|132843159|703710|G5020|S|132843159|703710
207903717400893|37097061001|Census Tract 610.01|37717827|206630|G5020|S|207403717400893|37097061001|Census Tract 610.01|37717827|206630|G5020|S|37717827|206630
207903717400659|37097061002|Census Tract 610.02|61872315|294478|G5020|S|20740412303190|37003040500|Census Tract 405|111153921|1354805|G5020|S|920|0
207903717400659|37097061002|Census Tract 610.02|61872315|294478|G5020|S|207403717400659|37097061002|Census Tract 610.02|61871395|294478|G5020|S|61871395|294478
207903717400649|37097061003|Census Tract 610.03|22912587|81913|G5020|S|207403717400649|37097061003|Census Tract 610.03|22913277|81913|G5020|S|22912587|81913
207903717400666|37097061101|Census Tract 611.01|50365773|1426963|G5020|S|20740412303190|37003040500|Census Tract 405|111153921|1354805|G5020|S|298|0
207903717400666|37097061101|Census Tract 611.01|50365773|1426963|G5020|S|207403717400666|37097061101|Census Tract 611.01|50365475|1426963|G5020|S|50365475|1426963
207903717400662|37097061102|Census Tract 611.02|43254773|198467|G5020|S|207403717400649|37097061003|Census Tract 610.03|22913277|81913|G5020|S|690|0
207903717400662|37097061102|Census Tract 611.02|43254773|198467|G5020|S|207403717400662|37097061102|Census Tract 611.02|43254083|198467|G5020|S|43254083|198467
207903717400895|37097061103|Census Tract 611.03|36582853|1527405|G5020|S|207403717400895|37097061103|Census Tract 611.03|36582853|1527405|G5020|S|36582853|1527405
207903717400749|37097061104|Census Tract 611.04|23789435|65598|G5020|S|207403717400749|37097061104|Census Tract 611.04|23789435|65598|G5020|S|23789435|65598
207903717400748|37097061201|Census Tract 612.01|32896614|255278|G5020|S|207403717400748|37097061201|Census Tract 612.01|32896614|255278|G5020|S|32896614|255278
207903717400733|37097061202|Census Tract 612.02|31919627|458817|G5020|S|207403717400733|37097061202|Census Tract 612.02|31919627|458817|G5020|S|31919627|458817
207903717400908|37097061203|Census Tract 612.03|17854979|1925634|G5020|S|207403717400908|37097061203|Census Tract 612.03|17854979|1925634|G5020|S|17854979|1925634
207903717400896|37097061204|Census Tract 612.04|14028491|5867178|G5020|S|207403717400896|37097061204|Census Tract 612.04|14028491|5867178|G5020|S|14028491|5867178
207903717400951|37097061205|Census Tract 612.05|48770603|7816578|G5020|S|207403717400951|37097061205|Census Tract 612.05|48770603|7816578|G5020|S|48770603|7816578
207903717400703|37097061301|Census Tract 613.01|37977341|149410|G5020|S|207403717400703|37097061301|Census Tract 613.01|37742066|149250|G5020|S|37742066|149250
207903717400703|37097061301|Census Tract 613.01|37977341|149410|G5020|S|20740164123993|37159051901|Census Tract 519.01|166376290|139364|G5020|S|235275|160
207903717400813|37097061302|Census Tract 613.02|44531898|65105|G5020|S|207403717400813|37097061302|Census Tract 613.02|44486115|66027|G5020|S|44301676|65105
207903717400813|37097061302|Census Tract 613.02|44531898|65105|G5020|S|20740164123993|37159051901|Census Tract 519.01|166376290|139364|G5020|S|230222|0
207903717400760|37097061303|Census Tract 613.03|30700745|90285|G5020|S|207403717400760|37097061303|Census Tract 613.03|30976357|90285|G5020|S|30700745|90285
207903717400796|37097061304|Census Tract 613.04|19899878|35702|G5020|S|207403717400796|37097061304|Census Tract 613.04|19899878|35702|G5020|S|19899878|35702
207903717400927|37097061401|Census Tract 614.01|11896531|7529145|G5020|S|207403717400927|37097061401|Census Tract 614.01|11896531|7529145|G5020|S|11896531|7529145
207903717400900|37097061402|Census Tract 614.02|10932547|2529189|G5020|S|207403717400900|37097061402|Census Tract 614.02|10932547|2529189|G5020|S|10932547|2529189
207903717400916|37097061403|Census Tract 614.03|7001143|481415|G5020|S|207403717400916|37097061403|Census Tract 614.03|7001143|481415|G5020|S|7001143|481415
207903717400911|37097061404|Census Tract 614.04|9666899|2812677|G5020|S|207403717400911|37097061404|Census Tract 614.04|9666899|2812677|G5020|S|9666899|2812677
207903717400930|37097061405|Census Tract 614.05|6996047|2042736|G5020|S|207403717400930|37097061405|Census Tract 614.05|6996047|2042736|G5020|S|6996047|2042736
207903717400870|37097061406|Census Tract 614.06|12199861|13536760|G5020|S|207403717400870|37097061406|Census Tract 614.06|12199861|14507789|G5020|S|12199861|13309760
207903717400870|37097061406|Census Tract 614.06|12199861|13536760|G5020|S|207403717389832|37109071202|Census Tract 712.02|7223953|6300531|G5020|S|0|2712
207903717400870|37097061406|Census Tract 614.06|12199861|13536760|G5020|S|20740422808372|37119006203|Census Tract 62.03|5346665|9561792|G5020|S|0|200790
207903717400870|37097061406|Census Tract 614.06|12199861|13536760|G5020|S|20740422821286|37119006204|Census Tract 62.04|13218242|21141224|G5020|S|0|23498
207903717400882|37097061407|Census Tract 614.07|21429360|4969517|G5020|S|207403717400882|37097061407|Census Tract 614.07|21456053|4970496|G5020|S|21428126|4969517
207903717400882|37097061407|Census Tract 614.07|21429360|4969517|G5020|S|207403717416892|37119006404|Census Tract 64.04|23787861|145511|G5020|S|1234|0
207903717400777|37097061408|Census Tract 614.08|29365574|79844|G5020|S|207403717400777|37097061408|Census Tract 614.08|29493983|79844|G5020|S|29314135|79844
207903717400777|37097061408|Census Tract 614.08|29365574|79844|G5020|S|207403717416892|37119006404|Census Tract 64.04|23787861|145511|G5020|S|51439|0
207903717400910|37097061501|Census Tract 615.01|5050201|9812|G5020|S|207403717400910|37097061501|Census Tract 615.01|5050201|9812|G5020|S|5050201|9812
207903717400781|37097061502|Census Tract 615.02|15822174|17686|G5020|S|207403717400781|37097061502|Census Tract 615.02|15823273|17686|G5020|S|15822174|17686
207903717400871|37097061503|Census Tract 615.03|8075678|9190|G5020|S|207403717400871|37097061503|Census Tract 615.03|8075678|9190|G5020|S|8075678|9190
207903717400883|37097061601|Census Tract 616.01|4443232|0|G5020|S|207403717400883|37097061601|Census Tract 616.01|4443232|0|G5020|S|4443232|0
2079015491547703|37097061603|Census Tract 616.03|7375184|35208|G5020|S|207403717400878|37097061602|Census Tract 616.02|16323788|41721|G5020|S|7375184|35208
2079015491547771|37097061604|Census Tract 616.04|3831548|6513|G5020|S|207403717400878|37097061602|Census Tract 616.02|16323788|41721|G5020|S|3831548|6513
2079015491547746|37097061605|Census Tract 616.05|5117056|0|G5020|S|207403717400878|37097061602|Census Tract 616.02|16323788|41721|G5020|S|5117056|0
20790758007130|37099940200|Census Tract 9402|148031941|7799|G5020|S|20740758007130|37099940200|Census Tract 9402|147352096|7799|G5020|S|147339788|7799
20790758007130|37099940200|Census Tract 9402|148031941|7799|G5020|S|20740737911746|37173940100|Census Tract 9401|99726950|198391|G5020|S|692153|0
20790758007127|37099950200|Census Tract 9502|93394158|0|G5020|S|20740504275966|37087920800|Census Tract 9208|42564709|0|G5020|S|36967|0
20790758007127|37099950200|Census Tract 9502|93394158|0|G5020|S|20740504275965|37087921200|Census Tract 9212|71865136|0|G5020|S|29880|0
20790758007127|37099950200|Census Tract 9502|93394158|0|G5020|S|20740758007127|37099950200|Census Tract 9502|93327311|0|G5020|S|93327311|0
20790758007122|37099950300|Census Tract 9503|80466221|5664|G5020|S|20740758007130|37099940200|Census Tract 9402|147352096|7799|G5020|S|12308|0
20790758007122|37099950300|Census Tract 9503|80466221|5664|G5020|S|20740758007122|37099950300|Census Tract 9503|80453913|5664|G5020|S|80453913|5664
20790758007128|37099950400|Census Tract 9504|37943108|0|G5020|S|20740758007128|37099950400|Census Tract 9504|37943108|0|G5020|S|37943108|0
20790758007123|37099950500|Census Tract 9505|145261528|0|G5020|S|20740758007123|37099950500|Census Tract 9505|145253311|0|G5020|S|145253311|0
20790758007123|37099950500|Census Tract 9505|145261528|0|G5020|S|20740758007129|37099950600|Census Tract 9506|121670281|0|G5020|S|8217|0
20790758007129|37099950600|Census Tract 9506|121662064|0|G5020|S|20740758007129|37099950600|Census Tract 9506|121670281|0|G5020|S|121662064|0
20790758007124|37099950700|Census Tract 9507|343572372|2068378|G5020|S|20740758007124|37099950700|Census Tract 9507|343581766|2068378|G5020|S|343572372|2068378
20790758007125|37099950800|Census Tract 9508|126177297|6745342|G5020|S|20740758007125|37099950800|Census Tract 9508|126233216|6745342|G5020|S|126177297|6745342
20790758007126|37099950900|Census Tract 9509|175452392|927149|G5020|S|20740758007126|37099950900|Census Tract 9509|175876208|927110|G5020|S|175392260|927110
20790758007126|37099950900|Census Tract 9509|175452392|927149|G5020|S|207403717391744|37113970502|Census Tract 9705.02|98179583|488164|G5020|S|6935|0
20790758007126|37099950900|Census Tract 9509|175452392|927149|G5020|S|20740719909503|45073030100|Census Tract 301|549282319|4458464|G5020|S|29919|0
20790758007126|37099950900|Census Tract 9509|175452392|927149|G5020|S|20740719909549|45073030200|Census Tract 302|207587472|35466074|G5020|S|23278|39
2079015504415882|37101040101|Census Tract 401.01|48668281|15205|G5020|S|20740154017074|37101040100|Census Tract 401|158768982|15205|G5020|S|48668281|15205
2079015504415892|37101040102|Census Tract 401.02|57292096|0|G5020|S|20740154017074|37101040100|Census Tract 401|158768982|15205|G5020|S|57292096|0
2079015504415837|37101040103|Census Tract 401.03|52808105|0|G5020|S|20740154017074|37101040100|Census Tract 401|158768982|15205|G5020|S|52808105|0
2079015504415865|37101040204|Census Tract 402.04|72971420|110021|G5020|S|207403717353435|37101040201|Census Tract 402.01|130436201|987734|G5020|S|72872646|110021
2079015504415865|37101040204|Census Tract 402.04|72971420|110021|G5020|S|20740504902649|37127011500|Census Tract 115|174890391|283185|G5020|S|83536|0
2079015504415865|37101040204|Census Tract 402.04|72971420|110021|G5020|S|20740166218285|37183054302|Census Tract 543.02|40507772|407344|G5020|S|15238|0
2079015504415844|37101040205|Census Tract 402.05|81513226|705954|G5020|S|207403717353436|37101040202|Census Tract 402.02|125588031|763804|G5020|S|81513226|705954
